Study,Authors,Year..online.,Year..print.,Title,Journal,Pub.year.IF,X2017.IF,Average.n,Effect.type,Species,Climate..FishBase.,Env.cue.stimulus.,Cue.stimulus.type,Behavioural.metric,Life.stage,ctrl.n,ctrl.mean,ctrl.sd,oa.n,oa.mean,oa.sd,lnRR,lnRR_var
a42,Naslund et al,2015,2015,Behavioural responses to simulated bird attacks in marine three-spined sticklebacks after exposure to high CO2 levels,Mar Freshw Res,1.583,1.674,14,No,Gasterosteus aculeatus,Subtrop,No,-,"% time HT, pre attack, day 20",Adult,14,78.7,25.008,13,64.6,28.5133,-0.19742874463480153,0.022198439579324568
a42,Naslund et al,2015,2015,Behavioural responses to simulated bird attacks in marine three-spined sticklebacks after exposure to high CO2 levels,Mar Freshw Res,1.583,1.674,14,No,Gasterosteus aculeatus,Subtrop,Yes,Mimicked predator,"% time HT post attack, day 20",Adult,14,52.5,25.008,13,43.4,30.8127,-0.1903537284912189,0.054980973938756145
a42,Naslund et al,2015,2015,Behavioural responses to simulated bird attacks in marine three-spined sticklebacks after exposure to high CO2 levels,Mar Freshw Res,1.583,1.674,14,No,Gasterosteus aculeatus,Subtrop,No,-,"% time OB, pre attack, day 20",Adult,14,3.5,14.8903,13,6.6,17.108,0.6343066805370119,1.8096872778889344
a42,Naslund et al,2015,2015,Behavioural responses to simulated bird attacks in marine three-spined sticklebacks after exposure to high CO2 levels,Mar Freshw Res,1.583,1.674,14,No,Gasterosteus aculeatus,Subtrop,Yes,Mimicked predator,"% time OB post attack, day 20",Adult,14,4.6,8.7814,13,12.1,12.601,0.9671491491076462,0.3437307309418606
a42,Naslund et al,2015,2015,Behavioural responses to simulated bird attacks in marine three-spined sticklebacks after exposure to high CO2 levels,Mar Freshw Res,1.583,1.674,14,No,Gasterosteus aculeatus,Subtrop,No,-,"% time OT, pre attack, day 20",Adult,14,15.8,16.2266,13,21.4,17.9358,0.3033809819948846,0.1293722196319272
a42,Naslund et al,2015,2015,Behavioural responses to simulated bird attacks in marine three-spined sticklebacks after exposure to high CO2 levels,Mar Freshw Res,1.583,1.674,14,No,Gasterosteus aculeatus,Subtrop,Yes,Mimicked predator,"% time OT post attack, day 20",Adult,14,21.3,20.14,13,21.9,20.3272,0.02777956410707567,0.13013141036021295
a43,Pistevos et al,2015,2015,Ocean acidification and global warming impair shark hunting behaviour and growth,Sci Rep,5.228,4.122,6,Strong,Heterodontus portusjacksoni,Subtrop,Yes,Prey,Food consumption rate,Adult,4,0.719,0.72,4,0.826,0.9123,0.13873341579993131,0.5556645905733455
a43,Pistevos et al,2015,2015,Ocean acidification and global warming impair shark hunting behaviour and growth,Sci Rep,5.228,4.122,6,Strong,Heterodontus portusjacksoni,Subtrop,Yes,Prey,Search time to locate food,Adult,7,169.091,487.8698,7,834.545,561.0518,1.5964496346105674,1.2538048513635842
a44,Rossi et al,2015,2015,Ocean acidification boosts larval fish development but reduces the window of opportunity for successful settlement,Proc R Soc B,4.823,4.847,35,Strong,Lates calcarifer,Trop,Yes,Auditory,"% time close to speaker, 13-15 days",Larvae,36,48.18,40.416,36,48.766,42.174,0.012089351537814633,0.04032213407614284
a44,Rossi et al,2015,2015,Ocean acidification boosts larval fish development but reduces the window of opportunity for successful settlement,Proc R Soc B,4.823,4.847,35,Strong,Lates calcarifer,Trop,Yes,Auditory,"% time close to speaker, 16-18days",Larvae,36,59.163,25.482,36,32.083,24.498,-0.6119700516606196,0.021349086633911364
a44,Rossi et al,2015,2015,Ocean acidification boosts larval fish development but reduces the window of opportunity for successful settlement,Proc R Soc B,4.823,4.847,35,Strong,Lates calcarifer,Trop,Yes,Auditory,"% time close to speaker, 19-21 days",Larvae,36,48.619,24.6,36,52.062,25.374,0.06842091503057415,0.013709733774198523
a44,Rossi et al,2015,2015,Ocean acidification boosts larval fish development but reduces the window of opportunity for successful settlement,Proc R Soc B,4.823,4.847,35,Strong,Lates calcarifer,Trop,Yes,Auditory,"% time close to speaker, 22-24 days",Larvae,36,46.13,12.3,36,44.333,13.152,-0.039734176841344004,0.0044195876959555284
a44,Rossi et al,2015,2015,Ocean acidification boosts larval fish development but reduces the window of opportunity for successful settlement,Proc R Soc B,4.823,4.847,35,Strong,Lates calcarifer,Trop,Yes,Auditory,"% time close to speaker, 25-28 days",Larvae,36,47.74,25.482,36,53.375,26.25,0.1115728506381045,0.014632690478827008
a44,Rossi et al,2015,2015,Ocean acidification boosts larval fish development but reduces the window of opportunity for successful settlement,Proc R Soc B,4.823,4.847,35,Strong,Lates calcarifer,Trop,Yes,Auditory,"Swimming velocity, 13-15 days",Larvae,36,0.939,0.906,36,0.731,0.624,-0.25040201945848445,0.04610065214427525
a44,Rossi et al,2015,2015,Ocean acidification boosts larval fish development but reduces the window of opportunity for successful settlement,Proc R Soc B,4.823,4.847,35,Strong,Lates calcarifer,Trop,Yes,Auditory,"Swimming velocity, 16-18days",Larvae,36,2.004,1.314,36,1.561,1.032,-0.24981854168932338,0.02408333825025015
a44,Rossi et al,2015,2015,Ocean acidification boosts larval fish development but reduces the window of opportunity for successful settlement,Proc R Soc B,4.823,4.847,35,Strong,Lates calcarifer,Trop,Yes,Auditory,"Swimming velocity, 19-21 days",Larvae,36,1.675,0.906,36,1.524,0.78,-0.09447470801257525,0.015403291390013882
a44,Rossi et al,2015,2015,Ocean acidification boosts larval fish development but reduces the window of opportunity for successful settlement,Proc R Soc B,4.823,4.847,35,Strong,Lates calcarifer,Trop,Yes,Auditory,"Swimming velocity, 22-24 days",Larvae,36,1.942,0.846,36,1.618,0.624,-0.18252755123283312,0.009403085479218018
a44,Rossi et al,2015,2015,Ocean acidification boosts larval fish development but reduces the window of opportunity for successful settlement,Proc R Soc B,4.823,4.847,35,Strong,Lates calcarifer,Trop,Yes,Auditory,"Swimming velocity, 25-28 days",Larvae,36,1.472,0.906,36,1.414,0.906,-0.04019945283230346,0.021926912593401002
a44,Rossi et al,2015,2015,Ocean acidification boosts larval fish development but reduces the window of opportunity for successful settlement,Proc R Soc B,4.823,4.847,35,Strong,Lates calcarifer,Trop,Yes,Shelter,% time in shelter,Larvae,28,69.207,25.8119,28,89.634,14.5199,0.2586326987111774,0.005905184630617309
a44,Rossi et al,2015,2015,Ocean acidification boosts larval fish development but reduces the window of opportunity for successful settlement,Proc R Soc B,4.823,4.847,35,Strong,Lates calcarifer,Trop,Yes,Shelter,Time to emergence,Larvae,28,34.826,42.8135,28,122.145,130.8694,1.2548446293300135,0.09497383652466272
a45,Duteil et al,2016,2016,European sea bass show behavioural resilience to near-future ocean acidification,R Soc Open Sci,2.243,2.504,90,No,Dicentrarchus labrax,Subtrop,Yes,Shelter,Boldness,Adult,90,0.574,0.3926,90,0.495,0.3215,-0.1480716337508761,0.00988512841991397
a46,Heuer et al,2016,2016,Altered brain ion gradients following compensation for elevated CO2 are linked to behavioural alterations in a coral reef fish,Sci Rep,4.259,4.122,20,Strong,Acanthochromis polyacanthus,Trop,Yes,Predator,% time in CAC,Adult,20,15.258,13.649,20,53.052,25.196,1.246168608964069,0.05128866520309967
a47,Lopes et al,2016,2016,Behavioural lateralization and shoaling cohesion of fish larvae altered under ocean acidification,Mar Biol,2.136,2.215,15,Strong,Atherina presbyter,Subtrop,Yes,Kin,"Swimming speed, 7 days",Larvae,12,2.766,0.7101,12,3.689,1.3475,0.2879531853719721,0.01661111705160283
a47,Lopes et al,2016,2016,Behavioural lateralization and shoaling cohesion of fish larvae altered under ocean acidification,Mar Biol,2.136,2.215,15,Strong,Atherina presbyter,Subtrop,Yes,Kin,"Swimming speed, 21 days",Larvae,12,3.832,1.4896,12,3.934,1.6316,0.026269859858253225,0.026926689772013533
a47,Lopes et al,2016,2016,Behavioural lateralization and shoaling cohesion of fish larvae altered under ocean acidification,Mar Biol,2.136,2.215,15,Strong,Atherina presbyter,Subtrop,Yes,Kin,"Nearest neighbour distance, 7 days",Larvae,12,1.469,0.1905,12,2.018,0.1905,0.31752502473967675,0.0021440292809150894
a47,Lopes et al,2016,2016,Behavioural lateralization and shoaling cohesion of fish larvae altered under ocean acidification,Mar Biol,2.136,2.215,15,Strong,Atherina presbyter,Subtrop,Yes,Kin,"Nearest neighbour distance, 21 days",Larvae,12,1.393,0.1524,12,1.283,0.1143,-0.08225860916416933,0.0016588296754582422
a47,Lopes et al,2016,2016,Behavioural lateralization and shoaling cohesion of fish larvae altered under ocean acidification,Mar Biol,2.136,2.215,15,Strong,Atherina presbyter,Subtrop,Yes,Kin,"Clark-Evans Index, 7 days",Larvae,12,0.768,0.1074,12,1.079,0.1074,0.3400002321104624,0.0024553175616920195
a47,Lopes et al,2016,2016,Behavioural lateralization and shoaling cohesion of fish larvae altered under ocean acidification,Mar Biol,2.136,2.215,15,Strong,Atherina presbyter,Subtrop,Yes,Kin,"Clark-Evans Index, 21 days",Larvae,12,0.778,0.0727,12,0.82,0.0346,0.05257781607990718,8.760288246386879e-4
a47,Lopes et al,2016,2016,Behavioural lateralization and shoaling cohesion of fish larvae altered under ocean acidification,Mar Biol,2.136,2.215,15,Strong,Atherina presbyter,Subtrop,No,-,"Absolute lateralization, 7 days, Fig 4",Larvae,31,45.63,22.4604,31,24.958,19.6486,-0.6033709828536487,0.027808964527711255
a47,Lopes et al,2016,2016,Behavioural lateralization and shoaling cohesion of fish larvae altered under ocean acidification,Mar Biol,2.136,2.215,15,Strong,Atherina presbyter,Subtrop,No,-,"Absolute lateralization, 21 days, Fig 4",Larvae,15,40.336,31.2434,29,27.731,25.7949,-0.37469344944141053,0.06983399295469325
a47,Lopes et al,2016,2016,Behavioural lateralization and shoaling cohesion of fish larvae altered under ocean acidification,Mar Biol,2.136,2.215,15,Strong,Atherina presbyter,Subtrop,No,-,"Absolute lateralization, Run 1, sham, Fig 5",Larvae,15,40.755,16.8087,16,31.509,17.36,-0.2573053122376728,0.03031192939892737
a47,Lopes et al,2016,2016,Behavioural lateralization and shoaling cohesion of fish larvae altered under ocean acidification,Mar Biol,2.136,2.215,15,Strong,Atherina presbyter,Subtrop,No,-,"Absolute lateralization, Run 2, sham, Fig 5",Larvae,7,40,11.98,14,24.34,14.121,-0.49675836655455513,0.03685583038872556
a48,Milazzo et al,2016,2016,Ocean acidification affects fish spawning but not paternity at CO2 seeps,Proc R Soc B,4.94,4.847,13,No,Symphodus ocellatus,Subtrop,Yes,Mate,Time spent courting,Adult,14,21.122,13.0403,18,15.816,8.2998,-0.2892930654559669,0.042524799710199165
a48,Milazzo et al,2016,2016,Ocean acidification affects fish spawning but not paternity at CO2 seeps,Proc R Soc B,4.94,4.847,13,No,Symphodus ocellatus,Subtrop,Yes,Mate,Number of chasing events per min,Adult,7,16.554,12.4284,12,12.584,14.392,-0.2742015987072273,0.1895234971324049
a49,Munday et al,2016,2016,Effects of elevated CO2 on predator avoidance behaviour by reef fishes is not altered by experimental test water,PeerJ,2.177,2.118,24,Strong,Amphiprion percula,Trop,Yes,Predator,% time in predator cue,Larvae,16,8.969,8.968,16,80.269,23.32,2.191609306975615,0.0677612939421623
a49,Munday et al,2016,2016,Effects of elevated CO2 on predator avoidance behaviour by reef fishes is not altered by experimental test water,PeerJ,2.177,2.118,24,Strong,Pomacentrus amboinensis,Trop,Yes,Predator,Escape latency,Larvae,26,0.016,0.0051,26,0.027,0.0357,0.5232481437645479,0.07114896797839507
a49,Munday et al,2016,2016,Effects of elevated CO2 on predator avoidance behaviour by reef fishes is not altered by experimental test water,PeerJ,2.177,2.118,24,Strong,Pomacentrus amboinensis,Trop,Yes,Predator,Escape speed,Larvae,26,0.65,0.0969,26,0.568,0.1734,-0.1348509441685316,0.004439263051128223
a49,Munday et al,2016,2016,Effects of elevated CO2 on predator avoidance behaviour by reef fishes is not altered by experimental test water,PeerJ,2.177,2.118,24,Strong,Pomacentrus amboinensis,Trop,Yes,Predator,Escape distance,Larvae,26,0.02,0.0051,26,0.018,0.0051,-0.1053605156578264,0.0055885683760683764
a49,Munday et al,2016,2016,Effects of elevated CO2 on predator avoidance behaviour by reef fishes is not altered by experimental test water,PeerJ,2.177,2.118,24,Strong,Pomacentrus amboinensis,Trop,Yes,Predator,Maximum speed,Larvae,26,1.189,0.2142,26,1.034,0.255,-0.13967784162240734,0.003587443217452793
a50,Munday et al,2015,2016,"Effects of elevated CO2 on early life history development of the yellowtail kingfish, Seriola lalandi, a large pelagic fish",ICES J Mar Sci,2.626,2.906,30,No,Seriola lalandi,Subtrop,No,-,"Number of line crosses, 880 uatm",Larvae,30,100,42.7224,30,80,53.6768,-0.2231435513142097,0.021090255592533334
a50,Munday et al,2015,2016,"Effects of elevated CO2 on early life history development of the yellowtail kingfish, Seriola lalandi, a large pelagic fish",ICES J Mar Sci,2.626,2.906,30,No,Seriola lalandi,Subtrop,No,-,"Number of line crosses, 1700 uatm",Larvae,30,100,42.7224,30,116,70.1085,0.14842000511827322,0.01825999690446457
a51,Nadler et al,2016,2016,Effect of elevated carbon dioxide on shoal familiarity and metabolism in a coral reef fish,Conserv Physiol,2.323,3.46,15,No,Chromis viridis,Subtrop,Yes,Kin,"Prop time spent w/ shoal, 750 uatm, familiar",Not provided,18,0.622,0.2249,18,0.462,0.1994,-0.2973752016574406,0.01761205234800735
a51,Nadler et al,2016,2016,Effect of elevated carbon dioxide on shoal familiarity and metabolism in a coral reef fish,Conserv Physiol,2.323,3.46,15,No,Chromis viridis,Subtrop,Yes,Kin,"Prop time spent w/ shoal, 1000 uatm, familiar",Not provided,18,0.622,0.2249,18,0.504,0.3267,-0.2103638246678108,0.03060659154147782
a51,Nadler et al,2016,2016,Effect of elevated carbon dioxide on shoal familiarity and metabolism in a coral reef fish,Conserv Physiol,2.323,3.46,15,No,Chromis viridis,Subtrop,Yes,Kin,"Prop time spent w/ shoal, 750 uatm, unfamiliar",Not provided,18,0.377,0.2291,18,0.537,0.2079,0.353752907060854,0.028843095121325178
a51,Nadler et al,2016,2016,Effect of elevated carbon dioxide on shoal familiarity and metabolism in a coral reef fish,Conserv Physiol,2.323,3.46,15,No,Chromis viridis,Subtrop,Yes,Kin,"Prop time spent w/ shoal, 1000 uatm, unfamiliar",Not provided,18,0.377,0.2291,18,0.496,0.3012,0.27433073927691676,0.04100290543045987
a51,Nadler et al,2016,2016,Effect of elevated carbon dioxide on shoal familiarity and metabolism in a coral reef fish,Conserv Physiol,2.323,3.46,15,No,Chromis viridis,Subtrop,Yes,Kin,"Activity (shoal visits), 700 uatm",Not provided,18,45.441,20.5895,18,46.324,26.2025,0.019245404109133016,0.029180377952501956
a51,Nadler et al,2016,2016,Effect of elevated carbon dioxide on shoal familiarity and metabolism in a coral reef fish,Conserv Physiol,2.323,3.46,15,No,Chromis viridis,Subtrop,Yes,Kin,"Activity (shoal visits), 1000 uatm",Not provided,18,45.441,20.5895,18,41.912,35.5618,-0.08084259910707951,0.0514018870647824
a51,Nadler et al,2016,2016,Effect of elevated carbon dioxide on shoal familiarity and metabolism in a coral reef fish,Conserv Physiol,2.323,3.46,15,No,Chromis viridis,Subtrop,Yes,Kin,"Activity (turns per min), alone, 750 uatm",Not provided,10,5.106,4.2027,10,11.402,8.9967,0.803372459790098,0.1300071186418114
a51,Nadler et al,2016,2016,Effect of elevated carbon dioxide on shoal familiarity and metabolism in a coral reef fish,Conserv Physiol,2.323,3.46,15,No,Chromis viridis,Subtrop,Yes,Kin,"Activity (turns per min), alone, 1000 uatm",Not provided,10,5.106,4.2027,10,10.842,8.4781,0.7530111620188544,0.12889523188968943
a51,Nadler et al,2016,2016,Effect of elevated carbon dioxide on shoal familiarity and metabolism in a coral reef fish,Conserv Physiol,2.323,3.46,15,No,Chromis viridis,Subtrop,Yes,Kin,"Activity (turns per min), group, 750 uatm",Not provided,10,10.959,16.662,10,10.376,7.2985,-0.05466558946711241,0.2806373001483258
a51,Nadler et al,2016,2016,Effect of elevated carbon dioxide on shoal familiarity and metabolism in a coral reef fish,Conserv Physiol,2.323,3.46,15,No,Chromis viridis,Subtrop,Yes,Kin,"Activity (turns per min), group, 1000 uatm",Not provided,10,10.95,16.662,10,8.674,6.1949,-0.23300941084933527,0.2825469943472261
a52,Nagelkerken et al,2015,2016,Ocean acidification alters fish populations indirectly through habitat modification,Nat Clim Change,17.184,19.181,89,Strong,Gobius bucchichi,Subtrop,Yes,Mimicked threat,"Escape speed, bare",Not provided,73,29.381,15.0887,73,27.454,15.0887,-0.0678363300967265,0.007750631272416675
a52,Nagelkerken et al,2015,2016,Ocean acidification alters fish populations indirectly through habitat modification,Nat Clim Change,17.184,19.181,89,Strong,Gobius bucchichi,Subtrop,Yes,Mimicked threat,"Escape speed, turf algae",Not provided,73,29.702,15.0887,73,24.243,19.2069,-0.20308646768933325,0.012133588835128712
a52,Nagelkerken et al,2015,2016,Ocean acidification alters fish populations indirectly through habitat modification,Nat Clim Change,17.184,19.181,89,Strong,Gobius bucchichi,Subtrop,Yes,Mimicked threat,"Jump distance, bare",Not provided,73,7.808,4.5625,73,6.904,4.9128,-0.12304789532966455,0.0116137806270953
a52,Nagelkerken et al,2015,2016,Ocean acidification alters fish populations indirectly through habitat modification,Nat Clim Change,17.184,19.181,89,Strong,Gobius bucchichi,Subtrop,Yes,Mimicked threat,"Jump distance, turf algae",Not provided,73,6.288,4.9128,73,5.671,5.2631,-0.10327758609501445,0.020160889805691754
a52,Nagelkerken et al,2015,2016,Ocean acidification alters fish populations indirectly through habitat modification,Nat Clim Change,17.184,19.181,89,Strong,Gobius bucchichi,Subtrop,Yes,Mimicked threat,"Startle distance, bare",Not provided,73,2.595,3.2211,73,1.228,1.9053,-0.7481996868929013,0.05408293404450358
a52,Nagelkerken et al,2015,2016,Ocean acidification alters fish populations indirectly through habitat modification,Nat Clim Change,17.184,19.181,89,Strong,Gobius bucchichi,Subtrop,Yes,Mimicked threat,"Startle distance, turf algae",Not provided,73,1.619,1.6661,73,0.74,1.0765,-0.7829137674794197,0.04349683557711651
a52,Nagelkerken et al,2015,2016,Ocean acidification alters fish populations indirectly through habitat modification,Nat Clim Change,17.184,19.181,89,Strong,Forsterygion lapillum,Temp,Yes,Mimicked threat,"Escape speed, bare",Not provided,107,42.805,30.2771,102,32.561,27.097,-0.27353966500101695,0.01146543885444253
a52,Nagelkerken et al,2015,2016,Ocean acidification alters fish populations indirectly through habitat modification,Nat Clim Change,17.184,19.181,89,Strong,Forsterygion lapillum,Temp,Yes,Mimicked threat,"Escape speed, turf algae/rock",Not provided,107,46.463,37.849,102,27.683,17.2399,-0.5178377905526528,0.010003967510552535
a52,Nagelkerken et al,2015,2016,Ocean acidification alters fish populations indirectly through habitat modification,Nat Clim Change,17.184,19.181,89,Strong,Forsterygion lapillum,Temp,Yes,Mimicked threat,"Jump distance, bare",Not provided,107,11.548,8.6787,102,11.419,8.4735,-0.011233627081177644,0.010676971525714205
a52,Nagelkerken et al,2015,2016,Ocean acidification alters fish populations indirectly through habitat modification,Nat Clim Change,17.184,19.181,89,Strong,Forsterygion lapillum,Temp,Yes,Mimicked threat,"Jump distance, turf algae/rock",Not provided,107,11.097,10.0131,102,9.29,6.5142,-0.17773624869267957,0.012429738563217142
a52,Nagelkerken et al,2015,2016,Ocean acidification alters fish populations indirectly through habitat modification,Nat Clim Change,17.184,19.181,89,Strong,Forsterygion lapillum,Temp,Yes,Mimicked threat,"Startle distance, bare",Not provided,107,4.171,3.3411,102,2.558,1.626,-0.4889301120581574,0.009958053210248955
a52,Nagelkerken et al,2015,2016,Ocean acidification alters fish populations indirectly through habitat modification,Nat Clim Change,17.184,19.181,89,Strong,Forsterygion lapillum,Temp,Yes,Mimicked threat,"Startle distance, turf algae/rock",Not provided,107,2.696,2.3791,102,2.373,2.3229,-0.12761421559643404,0.016672149543352915
a53,Nasuchon et al,2016,2016,Escape responses of the Japanese anchovy Engraulis japonicus under elevated temperature and CO2 conditions,Fish Sci,0.839,0.794,14,No,Engraulis japonicus,Temp,Yes,Mimicked threat,Response latency,Adult,15,6.3,4,12,7.3,2.6,0.14732471475685852,0.03744603651968863
a53,Nasuchon et al,2016,2016,Escape responses of the Japanese anchovy Engraulis japonicus under elevated temperature and CO2 conditions,Fish Sci,0.839,0.794,14,No,Engraulis japonicus,Temp,Yes,Mimicked threat,s1 duration,Adult,15,22.1,5.4,12,24.8,10.6,0.11526604464722937,0.01920420455861635
a53,Nasuchon et al,2016,2016,Escape responses of the Japanese anchovy Engraulis japonicus under elevated temperature and CO2 conditions,Fish Sci,0.839,0.794,14,No,Engraulis japonicus,Temp,Yes,Mimicked threat,s2 duration,Adult,15,21.7,3.4,12,21.4,4.1,-0.01392133851860812,0.004695472398869688
a53,Nasuchon et al,2016,2016,Escape responses of the Japanese anchovy Engraulis japonicus under elevated temperature and CO2 conditions,Fish Sci,0.839,0.794,14,No,Engraulis japonicus,Temp,Yes,Mimicked threat,Turning rate,Adult,15,2.143,0.586,12,1.703,1.263,-0.22981531481088863,0.0508198228871555
a53,Nasuchon et al,2016,2016,Escape responses of the Japanese anchovy Engraulis japonicus under elevated temperature and CO2 conditions,Fish Sci,0.839,0.794,14,No,Engraulis japonicus,Temp,Yes,Mimicked threat,Cumulative distance (D),Adult,15,0.05,0.01,12,0.047,0.023,-0.06187540371808753,0.02262290629244002
a53,Nasuchon et al,2016,2016,Escape responses of the Japanese anchovy Engraulis japonicus under elevated temperature and CO2 conditions,Fish Sci,0.839,0.794,14,No,Engraulis japonicus,Temp,Yes,Mimicked threat,Maximum velocity (Vmax),Adult,15,1.412,0.612,12,1.55,0.562,0.09324779186010493,0.023479368680912008
a53,Nasuchon et al,2016,2016,Escape responses of the Japanese anchovy Engraulis japonicus under elevated temperature and CO2 conditions,Fish Sci,0.839,0.794,14,No,Engraulis japonicus,Temp,Yes,Mimicked threat,Maximum acceleration (Amax),Adult,15,76.203,44.118,12,116.31,85.561,0.42285820835458787,0.0674416428609121
a54,Pimentel et al,2016,2016,"Foraging behaviour, swimming performance and malformations of early stages of commercially important fishes under ocean acidification and warming",Clim Change,3.496,3.537,12,Strong,Sparus aurata,Subtrop,Yes,Food,Time swimming,Larvae,12,47.423,6.4294,12,32.474,6.0726,-0.378667573916608,0.004445774672950744
a54,Pimentel et al,2016,2016,"Foraging behaviour, swimming performance and malformations of early stages of commercially important fishes under ocean acidification and warming",Clim Change,3.496,3.537,12,Strong,Argyrosomus regius,Subtrop,Yes,Food,Time swimming,Larvae,12,39.793,6.0864,12,30.207,6.4432,-0.2756173318232246,0.005740976757180655
a54,Pimentel et al,2016,2016,"Foraging behaviour, swimming performance and malformations of early stages of commercially important fishes under ocean acidification and warming",Clim Change,3.496,3.537,12,Strong,Sparus aurata,Subtrop,Yes,Food,Attack %,Larvae,12,5.295,2.8475,12,1.557,1.015,-1.2240020862015084,0.05951373560009923
a54,Pimentel et al,2016,2016,"Foraging behaviour, swimming performance and malformations of early stages of commercially important fishes under ocean acidification and warming",Clim Change,3.496,3.537,12,Strong,Argyrosomus regius,Subtrop,Yes,Food,Attack %,Larvae,12,4.208,3e-4,12,3.492,3e-4,-0.18651283745805294,1.0386083456152474e-9
a54,Pimentel et al,2016,2016,"Foraging behaviour, swimming performance and malformations of early stages of commercially important fishes under ocean acidification and warming",Clim Change,3.496,3.537,12,Strong,Sparus aurata,Subtrop,Yes,Food,Capture %,Larvae,12,4.364,1.8879,12,1.031,3e-4,-1.4428598629360017,0.015595792184441855
a54,Pimentel et al,2016,2016,"Foraging behaviour, swimming performance and malformations of early stages of commercially important fishes under ocean acidification and warming",Clim Change,3.496,3.537,12,Strong,Argyrosomus regius,Subtrop,Yes,Food,Capture %,Larvae,12,4.697,2.7297,12,2.061,3e-4,-0.8237327051365362,0.028145404869269433
a54,Pimentel et al,2016,2016,"Foraging behaviour, swimming performance and malformations of early stages of commercially important fishes under ocean acidification and warming",Clim Change,3.496,3.537,12,Strong,Sparus aurata,Subtrop,Yes,Food,Spin %,Larvae,12,1e-4,3e-4,12,1e-4,3e-4,0,1.4999999999999996
a54,Pimentel et al,2016,2016,"Foraging behaviour, swimming performance and malformations of early stages of commercially important fishes under ocean acidification and warming",Clim Change,3.496,3.537,12,Strong,Argyrosomus regius,Subtrop,Yes,Food,Spin %,Larvae,12,1e-4,3e-4,12,1e-4,3e-4,0,1.4999999999999996
a55,Rossi et al,2016,2016,Lost at sea: ocean acidification undermines larval fish orientation via altered hearing and marine soundscape modification,Biol Lett,3.089,3.345,64,Strong,Argyrosomus japonicus,Trop,Yes,Auditory,"% time in loud chamber sections, ctrl soundscape",Larvae,64,65.586,43.888,64,37.761,50,-0.5520854345622758,0.034391747366263964
a55,Rossi et al,2016,2016,Lost at sea: ocean acidification undermines larval fish orientation via altered hearing and marine soundscape modification,Biol Lett,3.089,3.345,64,Strong,Argyrosomus japonicus,Trop,Yes,Auditory,"% time in loud chamber sections, high co2 soundscapoe",Larvae,64,50.781,47.92,64,44.389,51.872,-0.13453057787918143,0.0352510676464564
a55,Rossi et al,2016,2016,Lost at sea: ocean acidification undermines larval fish orientation via altered hearing and marine soundscape modification,Biol Lett,3.089,3.345,64,Strong,Argyrosomus japonicus,Trop,Yes,Auditory,"% time in loud chamber sections, ctrl-ctrl vs co2-co2",Larvae,64,65.586,43.888,64,44.389,51.872,-0.3903705675438651,0.028333731539344542
a56,Sampaio et al,2016,2016,"Habitat selection disruption and lateralization impairment of cryptic flatfish in a warm, acid, and contaminated ocean",Mar Biol,2.136,2.215,30,No,Solea senegalensis,Trop,No,-,Absolute lateralization,Juvenile,30,22.031,14.8248,30,26.094,15.8114,0.16925485041312843,0.02733221093488293
a56,Sampaio et al,2016,2016,"Habitat selection disruption and lateralization impairment of cryptic flatfish in a warm, acid, and contaminated ocean",Mar Biol,2.136,2.215,30,No,Solea senegalensis,Trop,Yes,Habitat,Time in simple habitat,Juvenile,30,166.188,41.9282,30,125.04,106.5759,-0.28448599153535975,0.02633753916899254
a57,Silva et al,2016,2016,"Effects of ocean acidification on the swimming ability, development and biochemical responses of sand smelt larvae",Sci Tot Environ,4.9,4.61,40,No,Atherina presbyter,Subtrop,No,-,Swim speed,Larvae,40,154936.875,25490.4463,40,145751.875,36812.374,-0.06111208626079079,0.0022714578382501114
a57,Silva et al,2016,2016,"Effects of ocean acidification on the swimming ability, development and biochemical responses of sand smelt larvae",Sci Tot Environ,4.9,4.61,40,No,Atherina presbyter,Subtrop,No,-,Swim speed,Larvae,40,154936.875,25490.4463,40,157061.25,25560.3603,0.013618080754297757,0.0013388017555380576
a58,Sundin & Jutfelt,2015,2016,9–28 d of exposure to elevated pCO2 reduces avoidance of predator odour but had no effect on behavioural lateralization or swimming activity in a temperate wrasse (Ctenolabrus rupestris),ICES J Mar Sci,2.626,2.906,17,Weak,Ctenolabrus rupestris,Temp,No,-,"Absolute lateralization, 9 days acclimation water",Juvenile,24,30,24.3168,24,39.1666,23.2036,0.2666269611248404,0.04199936609988768
a58,Sundin & Jutfelt,2015,2016,9–28 d of exposure to elevated pCO2 reduces avoidance of predator odour but had no effect on behavioural lateralization or swimming activity in a temperate wrasse (Ctenolabrus rupestris),ICES J Mar Sci,2.626,2.906,17,Weak,Ctenolabrus rupestris,Temp,No,-,"Absolute lateralization, 19 days, acclimation water",Juvenile,23,29.5652,31.8346,17,16.4706,23.7016,-0.5850210206070429,0.1722204401937036
a58,Sundin & Jutfelt,2015,2016,9–28 d of exposure to elevated pCO2 reduces avoidance of predator odour but had no effect on behavioural lateralization or swimming activity in a temperate wrasse (Ctenolabrus rupestris),ICES J Mar Sci,2.626,2.906,17,Weak,Ctenolabrus rupestris,Temp,No,-,"Absolute lateralization, 21 days, control water",Juvenile,18,33.39,6.949,17,29.492,7.288,-0.12413741382815895,0.005998432341374562
