Study,Authors,Year..online.,Year..print.,Title,Journal,Pub.year.IF,X2017.IF,Average.n,Effect.type,Species,Climate..FishBase.,Env.cue.stimulus.,Cue.stimulus.type,Behavioural.metric,Life.stage,ctrl.n,ctrl.mean,ctrl.sd,oa.n,oa.mean,oa.sd,lnRR,lnRR_var
a33,Welch et al,2014,2014,Effects of elevated CO2 on fish behaviour undiminished by transgenerational acclimation,Nat Clim Change,14.547,19.181,156,Strong,Acanthochromis polyacanthus,Trop,No,-,"Absolute lateralization, High CO2, ctrl parents",Juvenile,225,60.492,21.48,222,31.499,18.6693,-0.6525553255925687,0.0021427652481729232
a33,Welch et al,2014,2014,Effects of elevated CO2 on fish behaviour undiminished by transgenerational acclimation,Nat Clim Change,14.547,19.181,156,Strong,Acanthochromis polyacanthus,Trop,No,-,"Absolute lateralization, Mid CO2, mid parents",Juvenile,245,60.492,22.4143,250,37.584,22.6419,-0.4759326969719369,0.0020120969673728213
a33,Welch et al,2014,2014,Effects of elevated CO2 on fish behaviour undiminished by transgenerational acclimation,Nat Clim Change,14.547,19.181,156,Strong,Acanthochromis polyacanthus,Trop,No,-,"Absolute lateralization, High CO2, mid parents",Juvenile,245,60.492,22.4143,249,34.362,19.772,-0.5655598222487188,0.0018900608620883164
a33,Welch et al,2014,2014,Effects of elevated CO2 on fish behaviour undiminished by transgenerational acclimation,Nat Clim Change,14.547,19.181,156,Strong,Acanthochromis polyacanthus,Trop,No,-,"Absolute lateralization, Mid CO2, high parents",Juvenile,105,60.492,14.6736,105,42.595,23.8447,-0.3507742493936903,0.0035449256180724534
a33,Welch et al,2014,2014,Effects of elevated CO2 on fish behaviour undiminished by transgenerational acclimation,Nat Clim Change,14.547,19.181,156,Strong,Acanthochromis polyacanthus,Trop,No,-,"Absolute lateralization, High CO2, high parents",Juvenile,105,60.492,14.6736,105,39.553,22.0105,-0.42486958020136156,0.00350963762870633
a34,Bender et al,2015,2015,Effects of “Reduced” and “Business-As-Usual” CO2 Emission Scenarios on the Algal Territories of the Damselfish Pomacentrus wardi (Pomacentridae),PloS One,3.057,2.766,5,Weak,Pomacentrus wardi,Trop,Yes,Food,"Feeding rate, bare substrate",Adult,5,7.811,11.6432,5,8.047,8.9979,0.029766354535835617,0.6944471437775561
a34,Bender et al,2015,2015,Effects of “Reduced” and “Business-As-Usual” CO2 Emission Scenarios on the Algal Territories of the Damselfish Pomacentrus wardi (Pomacentridae),PloS One,3.057,2.766,5,Weak,Pomacentrus wardi,Trop,Yes,Food,"Feeding rate, Gelidiella",Adult,5,9.467,17.4659,5,16.094,9.5256,0.530634464577187,0.7508119331868499
a34,Bender et al,2015,2015,Effects of “Reduced” and “Business-As-Usual” CO2 Emission Scenarios on the Algal Territories of the Damselfish Pomacentrus wardi (Pomacentridae),PloS One,3.057,2.766,5,Weak,Pomacentrus wardi,Trop,Yes,Food,"Feeding rate, Ceramium",Adult,5,-1.183,10.0556,5,-1.183,12.1732,0,35.62755971643935
a34,Bender et al,2015,2015,Effects of “Reduced” and “Business-As-Usual” CO2 Emission Scenarios on the Algal Territories of the Damselfish Pomacentrus wardi (Pomacentridae),PloS One,3.057,2.766,5,Weak,Pomacentrus wardi,Trop,Yes,Food,"Feeding rate, Centroceras",Adult,5,-4.497,3.1752,5,-2.13,4.7628,-0.7472885280672367,1.0996967599469978
a34,Bender et al,2015,2015,Effects of “Reduced” and “Business-As-Usual” CO2 Emission Scenarios on the Algal Territories of the Damselfish Pomacentrus wardi (Pomacentridae),PloS One,3.057,2.766,5,Weak,Pomacentrus wardi,Trop,Yes,Food,"Feeding rate, Polysiphonia",Adult,5,10.177,21.6988,5,8.757,10.0556,-0.15027689166970712,1.1729204044868187
a34,Bender et al,2015,2015,Effects of “Reduced” and “Business-As-Usual” CO2 Emission Scenarios on the Algal Territories of the Damselfish Pomacentrus wardi (Pomacentridae),PloS One,3.057,2.766,5,Weak,Pomacentrus wardi,Trop,Yes,Food,"Feeding rate, calcifying red",Adult,5,1.765,7.938,5,0.706,4.7628,-0.916290731874155,13.147589211052173
